First Name,Last Name,Citation Count,Gender of Citation,Article Author,Gender of Article Author,JS or RS,field,journal,time period
Jacob,Katz,3,1,0,1,JS,2,MJ,3
Jacob,Katz,1,1,0,0,JS,5,AJSR,3
Michael,Katz,1,1,0,0,JS,5,AJSR,3
Ethan,Katz,1,1,0,0,JS,1,JSS,3
Nathan,Katz,1,1,0,0,JS,1,JSS,3
Ethan,Katz,1,1,0,0,JS,1,JSS,3
Jacob,Katz,1,1,0,0,JS,1,JSS,3
Jacob,Katz,4,1,0,1,JS,1,JSS,3
Steven,Katz,2,1,0,1,JS,1,JSS,3
Rachel,Katznelson-Shazar,1,0,0,0,JS,3,PRO,3
Tsippi,Kauffman,2,0,0,1,JS,2,JSS,3
Allison,Kaufman,1,0,0,1,RS,5,JAAR,3
James,Kaufman,1,1,0,1,RS,5,JAAR,3
David,Kaufman,2,1,0,0,JS,1,JQR,3
Mervyn,Kaufman,1,1,0,1,JS,3,PRO,3
Stephen,Kaufman,1,1,0,1,JS,4,PRO,1
David,Kaufman,1,1,0,1,JS,1,JSS,3
David,Kaufmann,1,1,0,0,JS,1,JSS,3
Navneet,Kaur,1,1,0,0,RS,5,JAAR,3
Robert,Kawashima,1,1,0,1,JS,4,PRO,1
Sarah,Kay,2,0,0,0,RS,4,JAAR,1
Sarah,Kay,2,0,0,0,RS,4,JAAR,1
Melanie,Kaye Kantrowicz,5,0,0,1,JS,5,AJSR,3
Gad,Kaynar-Kissinger,2,1,0,0,JS,1,JSS,3
Alfred,Kazin,1,1,0,1,JS,5,JSS,3
Olga,Kazmina,1,0,0,0,RS,5,JAAR,3
Webb,Keane,3,1,0,0,RS,5,JAAR,3
Webb,Keane,1,1,0,0,RS,5,JAAR,3
Richard,Kearney,1,1,1,0,RS,2,JAAR,3
Cleo,Kearns,11,0,0,1,RS,3,JAAR,3
joseph,Kechichian,1,1,0,0,RS,5,JAAR,3
Nikki,Keddie,1,0,0,0,RS,5,JAAR,3
Nikki,Keddie,1,0,0,1,JS,1,JSS,3
Alice,Kehoe,2,0,0,1,RS,5,JAAR,3
Katherina,Kein,1,0,0,0,JS,4,AJSR,1
Catherine,Keller,1,0,0,0,RS,1,JAAR,3
Mary,Keller,1,0,0,1,RS,5,JAAR,3
Morton,Keller,3,1,0,1,JS,1,MJ,3
Menachem,Kellner,4,1,0,1,JS,4,AJSR,2
Ari,Kelman,1,1,0,0,JS,3,PRO,3
Shaul,Kelner,1,1,0,1,JS,1,MJ,3
Lisa,Kemmerer,1,0,0,0,JS,3,PRO,3
Luis,Kemnitzer,6,1,0,1,RS,5,JAAR,3
Klaus,Kempter,1,1,0,1,JS,2,JQR,3
Peter,Kenez,1,1,0,1,JS,1,MJ,3
Thomas,Kennedy,4,1,0,0,RS,1,JAAR,3
William,Kennedy,1,1,0,0,JS,3,PRO,3
Steven,Kepnes,1,1,0,0,JS,2,MJ,3
Michael,Keren,1,1,0,1,JS,3,PRO,3
Menachem,Keren-Kratz,11,1,1,1,JS,1,MJ,3
Allen,Kerkeslager,2,1,0,1,JS,4,AJSR,1
Morag,Kersel,1,0,0,1,JS,4,JQR,1
David,Kertzer,4,1,0,1,JS,1,JQR,3
Yeshurun,Keshet,1,1,0,0,JS,3,PRO,3
Gwynn,Kessler,1,0,0,0,JS,5,AJSR,3
Richard,Kestenbaum,1,1,0,1,JS,1,JSS,3
Moustafa,Khalil,1,1,0,0,RS,5,JAAR,3
Geoffrey,Khan,1,1,0,0,JS,1,JQR,3
Gevorg,Khrlopyan,1,1,0,0,RS,5,JAAR,3
Nasir-i,Khusraw,1,1,0,1,RS,2,JAAR,2
Yishai,Kiel,1,1,0,0,JS,4,AJSR,1
John,Kifner,1,1,0,0,RS,5,JAAR,3
Andreas,Kilcher,1,1,0,0,JS,1,JQR,3
Alar,Kilp,1,1,0,0,RS,5,JAAR,3
Hanna,Kim,1,0,0,0,RS,5,JAAR,3
Claire,Kim,1,0,0,1,JS,5,AJSR,3
Kyounghee,Kim,1,0,0,0,JS,5,AJSR,3
Youngmin,Kim,1,1,0,0,JS,5,AJSR,3
Richard,King,3,1,0,1,RS,1,JAAR,3
Richard,King,1,1,0,0,RS,5,JAAR,3
Richard,King,3,1,0,1,RS,5,JAAR,3
Ursula,King,1,0,0,0,RS,1,JAAR,3
Richard,King,2,1,0,0,RS,5,JAAR,3
Helen,King,1,0,0,0,JS,3,JQR,3
Richard,King,1,1,0,0,JS,1,JSS,3
Katrin,Kingan,2,0,0,0,RS,5,JAAR,3
Katherine,Kinkead,1,0,0,0,JS,1,MJ,3
Catharina,Kinnvall,3,0,0,1,RS,5,JAAR,3
Hans,Kippenberg,2,1,0,1,RS,5,JAAR,3
David,Kirby,1,1,0,0,JS,3,PRO,3
Markus,Kirchhoff,1,1,0,0,JS,1,JSS,3
James,Kirchick,1,1,0,1,JS,5,AJSR,3
Adam,Kirsch,2,1,0,0,JS,3,PRO,3
Barbara,Kirshenblatt-Gimblet,2,0,0,1,JS,1,JSS,3
Barbara,Kirshenblatt-Gimblett,1,0,0,0,JS,3,PRO,3
Barbara,Kirshenblatt-Gimblett,1,0,0,1,JS,5,JSS,3
Menahem,Kister,2,1,0,0,JS,4,JQR,1
Menahem,Kister,1,1,0,0,JS,4,JQR,1
Joseph,Kitagawa,1,1,0,0,RS,1,JAAR,3
Joseph,Kitagawa,1,1,0,1,RS,1,JAAR,3
Rob,Kitchin,1,1,0,0,JS,1,JSS,3
Pattana,Kitiarsa,7,1,0,1,RS,5,JAAR,3
Nadieszda,Kizenko,2,0,0,0,RS,5,JAAR,3
Mikhail,Kizilov,2,1,0,1,JS,2,MJ,3
Pamela,Klassen,2,0,0,0,RS,1,JAAR,3
Pamela,Klassen,3,0,0,0,RS,5,JAAR,3
Jonathan,Klawans,1,1,1,1,JS,4,JQR,1
Ilana,Kleiman,1,0,0,0,JS,1,JSS,3
Birgit,Klein,1,0,0,0,JS,1,JQR,3
Felix,Klein-Franke,2,1,0,1,JS,4,AJSR,1
Rebecca,Klein-Pejsova,1,0,0,1,JS,1,MJ,3
Israel,Kleiner,3,1,0,1,JS,1,MJ,3
Irena,Klepfisz,1,0,0,1,JS,5,AJSR,3
Irena,Klepfisz,3,0,0,0,JS,3,PRO,3
John,Klier,1,1,0,1,JS,1,JQR,3
John,Klier,1,1,0,1,JS,1,JSS,3
Marlee,Kline,3,0,0,1,JS,5,AJSR,3
Susanne,Klingenstein,3,0,0,1,JS,3,JSS,3
Helmut,Klinner,1,1,0,1,JS,1,JSS,3
Amos,Kloner,1,1,0,1,JS,4,AJSR,1
Joh,Kloppenborg,1,1,0,1,RS,5,JAAR,3
Anders,Klostergaard Petersen,3,1,0,1,JS,4,JQR,1
David,Knaani,1,1,0,1,JS,1,MJ,3
Ruth,Knafo Setton,1,0,0,1,JS,5,AJSR,3
Karl,Knight,1,1,0,0,JS,3,PRO,3
Israel,Knohl,1,1,0,1,JS,4,JQR,1
Israel,Knohl,1,1,0,1,JS,4,AJSR,1
Heidi,Knorzer,3,0,0,1,JS,1,JSS,3
Kim,Knott,2,0,0,1,RS,2,JAAR,3
Uri,Kober,1,1,0,0,JS,1,JQR,3
Rebecca,Kobrin,1,0,0,0,JS,1,AJSR,3
Rebecca,Kobrin,1,0,0,1,JS,1,JSS,3
Halik,Kochanski,2,1,0,1,JS,1,JSS,3
James,Kodera,3,1,0,0,RS,1,JAAR,3
Matthias,Koenig,1,1,0,1,RS,5,JAAR,3
William,Kolbrenner,5,1,1,1,JS,2,MJ,3
Tobias,Kollner,2,1,0,0,RS,5,JAAR,3
Thomas,Kolsky,1,1,0,1,JS,5,AJSR,3
Naomi,Koltun-Fromm,1,0,1,0,JS,4,AJSR,1
Naomi,Koltun-Frumm,2,0,0,0,JS,4,AJSR,1
Marie,Kondo,1,0,0,0,JS,5,AJSR,3
Lily,Kong,2,0,0,0,RS,5,JAAR,3
Mee-hae,Kong,1,1,0,0,JS,5,AJSR,3
Britta,Konz,1,0,0,1,JS,1,JSS,3
Woong,Koo,1,1,0,1,JS,5,MJ,3
Jennifer,Koosed,2,0,0,0,RS,4,JAAR,1
Jennifer,Koosed,2,0,0,0,RS,4,JAAR,1
D,Kopf,1,1,0,1,RS,1,JAAR,3
Kristin,Kopp,2,0,0,0,JS,1,JSS,3
Yehuda,Koren,1,1,0,0,JS,1,JSS,3
Irit,Koren,1,0,0,1,JS,1,JSS,3
Ezra,Korman,1,1,0,0,JS,3,PRO,3
Jeanne,Kormina,4,0,1,0,RS,5,JAAR,3
Bertram,Korn,1,1,0,1,JS,1,JQR,3
Moshe,Kornfeld,1,1,0,0,JS,1,AJSR,3
Oren,Kosansky,1,1,0,0,JS,1,AJSR,3
Reinhart,Koselleck,5,1,0,1,RS,2,JAAR,3
Kenneth,Koskodan,2,1,0,1,JS,1,JSS,3
Admiel,Kosman,1,1,0,0,JS,4,AJSR,1
Adam,Kosto,1,1,0,0,JS,1,JQR,3
Mary,Kosut,1,0,0,0,JS,4,AJSR,1
Mikiya,Koyagi,1,1,0,1,JS,1,JSS,3
Eli,Kozin,1,1,0,1,JS,4,AJSR,1
Natalia,Kozlova,1,0,0,0,RS,5,JAAR,3
Constant ,Kpao Sare,2,1,0,0,JS,1,JSS,3
Siegfried,Kracauer,1,1,0,0,JS,3,PRO,3
David,Kraemer,1,1,0,0,JS,1,JSS,3
David,Kraemer,1,1,0,1,JS,1,JSS,3
robert,Kraft,2,1,0,1,JS,4,PRO,1
Joel ,Kramer,1,1,0,1,JS,4,AJSR,2
Michael,Kramer,2,1,0,0,JS,3,PRO,3
David,Krantz,1,1,0,1,JS,1,JSS,3
Benny,Kraut,1,1,0,1,JS,1,JSS,3
Michal,Kravel-Tovi,1,0,0,0,JS,1,AJSR,3
Gerald,Krefetz,2,1,0,1,JS,1,MJ,3
Howard,Kreisel,1,1,0,1,JS,2,JQR,2
Lillian,Kremer,1,0,0,0,JS,5,AJSR,3
Paul,Kresh,1,1,0,1,JS,3,PRO,3
Julia,Kristeva,1,0,0,0,JS,3,JQR,3
Julia,Kristeva,2,0,0,1,JS,2,MJ,3
Julia,Kristeva,6,0,0,1,JS,3,PRO,3
Chana,Kronfeld,3,0,0,0,JS,3,PRO,3
Chana,Kronfeld,1,0,0,0,JS,3,JSS,3
Christine,Kruger,1,0,0,0,JS,1,JQR,3
Mikhail,Krutikov,1,1,0,1,JS,3,JSS,3
Mikhail,Krutikov,1,1,0,1,JS,1,JSS,3
AL,Kuck,1,1,0,0,JS,3,PRO,3
James,Kugel,14,1,0,1,JS,4,PRO,1
Shirley,Kumove,1,0,0,0,JS,3,PRO,3
Rella,Kushelevsky,1,0,0,0,JS,3,PRO,2
Eduard,Kutscher,1,1,0,0,JS,3,JQR,3
Donald,Kyle,1,1,0,1,JS,4,AJSR,1
Louis de,La Vallee Poussin,1,1,0,1,RS,4,JAAR,1
Fischel,Lachover,1,0,0,0,JS,3,PRO,3
Andre,Lacocque,1,1,0,1,JS,4,PRO,1
William,LaFleur,1,1,0,1,RS,5,JAAR,3
Harel,Lahav,1,1,0,1,JS,3,PRO,3
John,Lahr,3,1,0,1,JS,5,JSS,3
Kevin,Laland,1,1,0,1,RS,5,JAAR,3
Ann,Lambton,1,0,0,1,JS,1,JQR,3
Norman,Lamm,1,1,0,1,JS,4,AJSR,2
Ari,Lamm,1,1,0,1,JS,1,JSS,3
Daniel,Lamont,1,1,0,0,JS,3,PRO,3
Michele,Lamont,2,0,0,0,JS,1,JSS,3
Louise,Lamphere,2,0,0,0,RS,1,JAAR,3
Jacob,Landau,2,1,0,1,JS,5,AJSR,3
Betsalel,Landau,1,1,0,1,JS,2,JSS,3
Joseph,Landis,2,1,0,1,JS,3,PRO,3
Salcia,Landman,2,1,0,1,JS,1,JQR,3
Leo,Landman,1,1,0,1,JS,1,JSS,3
Darren,Landridge,2,1,0,0,RS,4,JAAR,1
Darren,Landridge,2,1,0,0,RS,4,JAAR,1
Pierluigi,Lanfranchi,2,1,0,1,JS,4,AJSR,1
Dorothea,Lang,1,0,0,1,JS,1,JSS,3
Shlomit,Langboim,7,0,0,1,JS,1,MJ,3
Armin,Lange,1,1,0,1,JS,4,PRO,1
Ruth,Langer,1,0,0,1,JS,1,JSS,3
Tzvi,Langermann,1,1,0,1,JS,2,JQR,2
Peter,Langman,1,1,0,1,JS,5,AJSR,3
Daniel,Langton,1,1,0,0,JS,1,JSS,3
Daniel,Langton,1,1,0,1,JS,1,JSS,3
Stephan,Lanz,3,1,0,0,RS,5,JAAR,3
Yitzhak,Laor,1,1,0,1,JS,3,PRO,3
Dan,Laor,2,1,0,0,JS,3,PRO,3
Anne ,Lapidus Lerner,1,0,0,0,JS,3,PRO,3
Hayim,Lapin,1,1,0,1,JS,4,AJSR,1
Walter,Laquer,1,1,0,1,JS,1,MJ,3
Lawrence,Lasher,1,1,0,1,JS,3,PRO,3
Daniel,Lasker,4,1,0,1,JS,2,JQR,2
Daniel,Lasker,23,1,0,1,JS,2,JQR,2
Daniel,Lasker,4,1,0,0,JS,3,PRO,2
Phyllis,Lassner,2,0,0,1,JS,5,MJ,3
Bruno,Latour,3,1,0,0,RS,1,JAAR,3
Benjamin,Lau,1,1,0,1,JS,1,JSS,3
Mordecai Menashe,Laufer,1,1,0,1,JS,1,AJSR,3
Andrea,Lauser,2,0,0,1,RS,5,JAAR,3
Jacob,Lauterbach,2,1,0,0,JS,4,JQR,1
Hila,Lavie,1,0,0,0,JS,3,PRO,3
Natalia,Lavrova,1,0,0,0,RS,5,JAAR,3
Hagit,Lavsky,1,0,0,0,JS,1,JSS,3
Hagit,Lavsky,1,0,0,0,JS,1,JSS,3
Eric,Lawee,2,1,0,1,RS,2,JAAR,3
E Thomas,Lawson,1,1,0,1,RS,5,JAAR,3
Bentley,Layton,1,1,0,1,RS,2,JAAR,3
Benjamin,Lazier,5,1,0,1,RS,2,JAAR,3
Bohdan,Lazorak,1,1,0,0,JS,3,JSS,3
Charles,Le Quesne,3,1,0,0,JS,1,JQR,3
Zachary,Leader,1,1,0,0,JS,3,PRO,3
Joao,Leal,1,1,0,1,RS,5,JAAR,3
Katherine,Lebow,2,0,0,0,RS,5,JAAR,3
Gerard,Lecomte,2,1,0,1,JS,2,JQR,2
Alena,Ledeneva,1,0,0,0,RS,5,JAAR,3
Eli,Lederhandler,2,0,0,0,JS,1,AJSR,3
Eli,Lederhendler,1,1,0,1,JS,3,PRO,3
Eli,Lederhendler,1,0,0,1,JS,1,JSS,3
Lisa,Leff,1,0,0,1,JS,1,JQR,3
Lisa,Leff,1,0,0,0,JS,1,JQR,3
Lisa Moses,Leff,1,0,0,0,JS,1,JSS,3
Lisa Moses,Leff,2,0,0,0,JS,1,JSS,3
Lisa Moses,Leff,1,0,0,1,JS,1,JSS,3
Peretz,Lefkowitz,1,1,0,1,JS,2,MJ,3
Jacques,LeGoff,1,1,0,1,RS,5,JAAR,3
Matthias,Lehman,1,1,0,0,JS,1,JQR,3
Marjorie,Lehman,7,0,1,0,JS,4,AJSR,1
Marjorie,Lehman,1,0,0,0,JS,5,AJSR,3
Matthias,Lehman,1,1,0,0,JS,1,JSS,3
Jurgen,Lehmann,2,1,0,0,JS,3,PRO,3
Lennert,Lehnhaus,1,1,0,0,JS,5,AJSR,3
Mara,Leichtman,1,0,0,0,RS,5,JAAR,3
Erle,Leichty,1,1,0,1,JS,4,PRO,1
Jacques,Leider,1,1,0,1,RS,4,JAAR,1
Vincent,Leitch,1,1,1,0,RS,2,JAAR,3
Moshe,Leiter,1,1,0,1,JS,2,JQR,2
Fabrizio,Lelli,1,1,0,1,JS,2,JQR,2
Astrid,Lemke,1,0,0,0,JS,3,JQR,3
Michael,Lempert,1,1,0,0,JS,3,PRO,3
A,Lenglet,1,1,0,1,JS,4,PRO,1
Luis,Leon,3,1,0,1,RS,5,JAAR,3
Jeffrey,Leonard,1,1,0,1,JS,4,PRO,1
Ernest,Lepore,1,1,0,1,RS,5,JAAR,3
Michael,Lerner,1,1,0,1,JS,5,AJSR,3
Natan,Lerner,1,1,0,0,JS,1,JSS,3
Dotan,Leshem,3,1,0,1,RS,2,JAAR,3
Ron,Leshem,1,1,0,1,JS,3,PRO,3
Zvi,Leshem,1,1,0,1,JS,2,JSS,3
Ann Marie,Leshkowich,2,0,0,0,RS,5,JAAR,3
Rebecca,Lesses,4,0,0,0,JS,4,JQR,1
Mark,Leuchter,3,1,0,0,RS,4,JAAR,1
Mark,Leuchter,3,1,0,0,RS,4,JAAR,1
Dan,Levene,4,1,0,0,JS,4,JQR,1
Jon,Levenson,2,1,0,0,JS,4,AJSR,1
Alan,Leverson,1,1,0,1,JS,5,MJ,3
Habib,Levi,1,1,0,1,JS,1,JQR,3
Curt,Leviant,1,1,0,1,JS,3,PRO,3
Tirtsah,Levie Bernfeld,1,0,0,0,JS,1,JQR,3
Bernard,Leviinson,6,1,0,1,JS,4,PRO,1
Vladimir,Levin,1,1,0,0,JS,1,AJSR,3
Feitel,Levin,1,1,0,1,JS,1,AJSR,3
Shalom Dovber,Levin,1,1,0,1,JS,1,AJSR,3
Dov,Levin,1,1,0,1,JS,1,JSS,3
Laura,Levin,1,0,0,0,JS,1,JSS,3
Baruch,Levine,1,1,0,1,JS,4,JQR,1
David,Levine,1,1,0,1,JS,4,AJSR,1
Lee,Levine,1,1,0,1,JS,4,AJSR,1
Lee,Levine,3,1,0,1,JS,4,AJSR,1
Philippa,Levine,1,0,0,0,JS,1,JSS,3
Cynthia,Levine-Rasky,4,0,0,1,JS,5,AJSR,3
Jacob,Levinger,3,1,0,1,JS,4,AJSR,2
Bernard,Levinson,3,1,0,1,JS,4,JQR,1
Julian,Levinson,1,1,0,1,JS,3,PRO,3
Julian,Levinson,1,1,1,1,JS,3,PRO,3
Julian,Levinson,2,1,0,0,JS,3,PRO,3
Isaac,Levitats,3,1,0,1,JS,1,JSS,3
Peggy,Levitt,1,0,0,0,RS,5,JAAR,3
Laura,Levitt,1,0,0,1,JS,5,AJSR,3
Nehemiah,Levtzion,1,1,0,0,JS,5,AJSR,3
Lital,Levy,1,0,0,0,JS,1,AJSR,3
Lital,Levy,3,0,0,0,JS,3,PRO,3
Stephen,Lewis,1,1,0,1,RS,5,JAAR,3
Thomas,Lewis,1,1,0,1,RS,5,JAAR,3
Thomas,Lewis,4,1,0,1,RS,5,JAAR,3
Bernard,Lewis,3,1,0,1,RS,2,JAAR,3
IM,Lewis,3,1,0,1,RS,5,JAAR,3
Cherie,Lewis,3,0,0,0,JS,5,AJSR,3
CS,Lewis,1,1,0,0,JS,4,PRO,1
Justin Jaron,Lewis,2,1,0,1,JS,2,JSS,3
Tom,Lewy,1,1,0,0,JS,1,JSS,3
Inna,Leykin,1,0,0,0,RS,5,JAAR,3
Noyontsang,Lhamokyab,1,0,0,1,RS,5,JAAR,3
Zhifu,Li,1,1,0,1,RS,2,JAAR,1
Robert,Liberles,1,1,0,0,JS,1,JQR,3
Gideon,Libson,2,1,0,1,JS,2,JQR,2
Achim,Lichtenberger,1,1,0,1,JS,4,AJSR,1
Paul,Lichterman,1,1,0,0,RS,5,JAAR,3
Aharon,Lictenstein,1,1,0,1,JS,4,AJSR,2
Yehudah,Lieb ,2,1,0,1,JS,2,JSS,3
Chaim,Lieberman,1,1,0,0,JS,3,JQR,3
Julia,Lieberman,3,0,0,0,JS,1,JQR,3
Saul,Lieberman,12,1,0,0,JS,4,JQR,1
Saul,Lieberman,1,1,0,1,JS,1,MJ,3
Saul,Lieberman,8,1,0,1,JS,4,AJSR,1
Saul,Lieberman,2,1,0,0,JS,4,AJSR,1
Hayim,Lieberman,2,1,0,1,JS,2,JSS,3
Yehuda,Liebes,1,1,0,1,JS,2,MJ,3
Yehuda,Liebes,5,1,0,0,JS,4,AJSR,1
Tamar,Liebes,1,0,0,0,JS,3,PRO,3
AJ,Liebling,1,1,0,0,JS,1,MJ,3
Lior,Liebman,1,1,0,1,JS,3,PRO,3
Mark,Liechty,1,1,0,0,RS,5,JAAR,3
Sarunas,Liekis,1,1,0,1,JS,1,JSS,3
Berakhyahu,Lifschitz,1,0,0,1,JS,2,JQR,2
Judah,Lifschitz,7,1,0,1,JS,1,MJ,3
J,Lightfoot,1,1,0,1,JS,4,AJSR,1
Jack,Lightstone,2,1,0,1,JS,4,AJSR,1
Song,Lihong,1,1,0,0,JS,5,AJSR,3
Assaf,Likhovski,2,1,0,0,JS,1,JSS,3
Mark,Lilla,17,1,1,0,RS,2,JAAR,3
Timothy,Lim,1,1,0,1,JS,4,JQR,1
Ora,Limor,1,0,0,0,JS,3,PRO,2
Timothy,Lin,1,1,0,1,JS,4,PRO,1
Bruce,Lincoln,1,1,0,0,RS,1,JAAR,3
Bruce,Lincoln,1,1,0,1,RS,5,JAAR,3
Bruce,Lincoln,1,1,0,1,RS,5,JAAR,3
George,Lindbeck,1,1,0,1,RS,5,JAAR,3
Mary,Lindemann,1,0,0,0,JS,1,JQR,3
David,Lindenfeld,1,1,0,1,RS,5,JAAR,3
Galina,Lindquist,1,0,0,0,RS,5,JAAR,3
Galina,Lindquist,2,0,0,0,RS,5,JAAR,3
Johan,Lindquist,1,1,0,0,RS,5,JAAR,3
Edward,Linenthal,1,1,0,1,RS,5,JAAR,3
Christoph,Links,1,1,0,0,JS,3,PRO,3
Dov,Linzer,1,1,0,1,JS,1,JSS,3
Dov,Lior,1,1,0,1,JS,1,MJ,3
Seymore,Lipset,2,1,0,1,JS,1,MJ,3
Yair,Lipshitz,2,1,0,0,JS,1,JSS,3
George,Lipsitz,2,1,0,0,RS,5,JAAR,3
George,Lipsitz,2,1,1,1,RS,5,JAAR,3
Sara,Lipton,1,0,0,0,JS,3,JQR,3
Zheng,Liqun,1,0,0,1,RS,2,JAAR,1
Vivian,Liska,1,0,0,0,JS,3,PRO,3
Vivian,Liska,1,0,0,0,JS,3,JSS,3
Stefan,Litt,3,1,0,0,JS,1,JQR,3
David,Littman,1,1,0,1,JS,1,JQR,3
David,Littman,1,1,0,0,JS,1,JSS,3
Ralph,Litzinger,1,1,0,1,RS,5,JAAR,3
Fangzhou,Liu,2,1,0,1,JS,5,AJSR,3
William Ming,Liu,2,1,0,1,JS,5,AJSR,3
Leonid,Livak,1,1,0,0,JS,3,JQR,3
Leonid,Livak,1,1,0,1,JS,3,PRO,3
Michael,Livingston,1,1,0,1,JS,1,JQR,3
Rodney,Livingstone,1,1,0,1,JS,3,PRO,3
Eliezer,Livneh,2,1,0,1,JS,1,MJ,3
Wang,Lixiong,1,1,0,1,RS,5,JAAR,3
Vincent,Lloyd,1,1,0,0,RS,1,JAAR,3
Vincen,Lloyd,1,1,0,1,RS,2,JAAR,3
David,Lockwood,1,1,0,0,JS,1,JSS,3
Elizabeth,Loentz,1,0,0,1,JS,1,JSS,3
Hans,Loewald,1,1,0,1,JS,2,MJ,3
Kathryn,Lofton,1,0,0,1,RS,5,JAAR,3
Roman,Loimeier,1,1,0,1,RS,5,JAAR,3
Zvi,Loker,1,1,0,1,JS,2,MJ,3
John,Lomax,1,1,0,1,RS,5,JAAR,3
Loykie,Lomine,1,0,0,1,JS,4,AJSR,1
Charles,Long,2,1,0,0,RS,1,JAAR,3
Donald,Lopez,2,1,0,1,RS,5,JAAR,3
Analucia,Lopezrevoredo,2,0,0,1,JS,5,AJSR,3
Audre,Lorde,2,0,0,0,RS,1,JAAR,3
Audre,Lorde,1,0,0,0,JS,3,PRO,3
Jamie,Lorimer,1,1,0,0,RS,4,JAAR,1
Jamie,Lorimer,1,1,0,0,RS,4,JAAR,1
Yosefa,Loshitzky,1,0,0,0,JS,3,PRO,3
Thomas,Love,1,1,0,0,RS,1,JAAR,3
Jeff,Love,1,1,0,1,RS,2,JAAR,3
David,Low,1,1,0,0,JS,1,JSS,3
Celia,Lowe,2,0,0,0,RS,4,JAAR,1
Celia,Lowe,2,0,0,0,RS,4,JAAR,1
Amy,Lowell,1,0,0,0,JS,3,PRO,3
Steven,Lowenstein,2,1,0,0,JS,1,AJSR,3
Steven,Lowenstein,1,1,0,0,JS,1,JSS,3
Stephen,Lowenstein,1,1,0,1,JS,1,JSS,3
Naftali,Lowenthal,1,1,0,1,JS,1,AJSR,3
Naftali,Lowenthal,2,1,0,1,JS,2,JSS,3
Shari,Lowin,1,0,0,0,JS,3,PRO,2
Joseph,Lowry,16,1,0,1,JS,2,JQR,2
Petr,Lozoviuk,1,1,0,1,JS,1,JQR,3
Timothy,Lubin,1,1,0,1,RS,4,JAAR,1
Alex,Lubin,1,1,0,0,RS,1,JAAR,3
Orly,Lubin,1,0,0,0,JS,3,PRO,3
Christopher,Lucas,1,1,0,0,RS,1,JAAR,3
Amanda,Lucia,2,0,0,0,RS,5,JAAR,3
Thomas,Luckmann,1,1,0,0,RS,5,JAAR,3
Sonja,Luehrmann,4,0,0,0,RS,5,JAAR,3
Tanya,Luhrmann,3,0,0,0,RS,5,JAAR,3
AnneMarie,Luijendijk,1,0,0,1,JS,4,AJSR,1
Georg,Lukacs,1,1,0,1,JS,3,PRO,3
Ralph,Luker,3,1,0,0,RS,5,JAAR,3
Jack,Lundbom,3,1,0,0,RS,4,JAAR,1
Jack,Lundbom,3,1,0,0,RS,4,JAAR,1
Roman,Lunkin,1,1,0,0,RS,5,JAAR,3
Howard,Lupovitch,1,1,0,1,JS,2,JQR,3
Adam,Lusher,1,1,0,1,JS,4,AJSR,1
Lore,Lybarger,3,0,0,0,RS,1,JAAR,3
James,Lynd,1,1,0,1,RS,5,JAAR,3
William,Lyon,1,1,0,1,RS,5,JAAR,3
David,Lyon,1,1,0,0,RS,5,JAAR,3
James,Lyon,3,1,0,0,JS,3,PRO,3
DT,Lyons,1,1,0,0,JS,3,PRO,3
Jean-Francis,Lyotard,1,1,0,0,JS,3,PRO,3
John,Ma,3,1,0,1,JS,4,JQR,1
YS,Ma,1,1,0,0,JS,5,AJSR,3
Gerald,MacCallum,1,1,0,1,RS,2,JAAR,3
Catherine,MacDonald,1,0,0,1,RS,5,JAAR,3
Dwight,Macdonald,1,1,0,1,JS,1,MJ,3
Geddes,MacGregor,1,1,0,0,RS,1,JAAR,3
Maria,Machado,2,1,0,1,RS,5,JAAR,3
Daniel,Machiela,1,1,0,1,JS,4,PRO,1
Alasdair,MacIntyre,1,1,0,1,RS,5,JAAR,3
John,Mackenzie,3,1,0,1,RS,1,JAAR,3
Catherine,Mackenzie,2,0,0,0,JS,1,MJ,3
Sara,MacKian,1,0,0,0,RS,5,JAAR,3
Ken,MacLean,2,1,0,0,RS,5,JAAR,3
Wilferd,Madelung,2,1,0,1,RS,2,JAAR,2
Yitzhak,Magen,1,1,0,1,JS,4,AJSR,1
Shaul,Magid,1,1,0,0,JS,2,MJ,3
Shaul ,Magid,3,1,0,1,JS,1,AJSR,3
Daniel,Magilow,4,1,0,0,JS,1,JSS,3
Jodi,Magness,1,0,0,1,JS,4,AJSR,1
Derek,Maher,2,1,0,1,RS,5,JAAR,3
Michael,Maher,1,1,0,0,JS,4,AJSR,1
Bieke,Mahieu,2,0,0,1,JS,4,AJSR,1
Raphael,Mahler,1,1,0,1,JS,2,MJ,3
Michael,Mahler,1,1,0,1,JS,1,JSS,3
Saba,Mahmood,1,0,0,0,RS,1,JAAR,3
Saba,Mahmood,1,0,1,0,RS,2,JAAR,3
Saba,Mahmood,1,0,0,1,RS,5,JAAR,3
Saba,Mahmood,3,0,0,1,RS,2,JAAR,3
Saba,Mahmood,2,0,0,0,RS,5,JAAR,3
Saba,Mahmood,6,0,0,0,RS,1,JAAR,3
Saba,Mahmood,1,0,0,1,RS,2,JAAR,3
Saba,Mahmood,1,0,0,0,JS,4,JQR,1
Johan,Maier,5,1,0,1,JS,4,JQR,1
Clemens,Maier,2,1,0,0,JS,1,JSS,3
