First Name,Last Name,Citation Count,Gender of Citation,Article Author,Gender of Article Author,JS or RS,field,journal,time period
Serguei,Oushakine,1,1,0,0,RS,5,JAAR,3
Galina,Oustinova-Stjepanovic,1,0,0,0,RS,5,JAAR,3
Suzanne,Owen,1,0,0,1,RS,5,JAAR,3
Amos,Oz,1,1,0,1,JS,1,MJ,3
Cynthia,Ozick,1,0,0,1,JS,3,PRO,3
John,Paden,1,1,0,1,RS,5,JAAR,3
Irina,Paert,1,0,0,0,RS,5,JAAR,3
Dan,Pagis,2,1,0,0,JS,3,PRO,2
Ada,Pagis,1,0,0,0,JS,3,PRO,3
Juha,Pakkala,2,1,0,1,JS,4,JQR,1
Tezi,Paldron,1,1,0,1,RS,5,JAAR,3
Spencer,Palmer,1,1,0,0,JS,5,AJSR,3
Stephen,Palmie,3,1,0,1,RS,5,JAAR,3
Orhan,Pamuk,1,1,0,1,RS,2,JAAR,3
Gyanendra,Pandey,1,1,0,1,RS,4,JAAR,1
Raimundo,Panikkar,4,1,0,1,RS,2,JAAR,1
Jerry,Pankhurst,1,1,0,0,RS,5,JAAR,3
Sarah,Panter,1,1,0,0,JS,1,JQR,3
Irina,Papkova,2,0,0,0,RS,5,JAAR,3
Ronie,Parciack,1,1,0,0,JS,3,PRO,3
Ilana,Pardes,1,0,0,0,JS,4,JQR,1
Jin,Park,1,1,0,1,RS,2,JAAR,1
Katharine,Park,2,0,0,0,JS,3,JQR,3
Victor,Parker,1,1,0,1,JS,4,JQR,1
Lisa,Parks,2,0,0,0,JS,1,JSS,3
Yehuda,Parnes,1,1,0,1,JS,4,AJSR,2
Timothy,Parrish,1,1,0,0,JS,3,PRO,3
Benita,Parry,1,0,0,1,RS,1,JAAR,3
Jonathan,Parry,2,1,0,1,RS,5,JAAR,3
Talcott,Parsons,1,1,0,1,JS,1,MJ,3
Peter,Parsons,2,1,0,1,JS,4,AJSR,1
Eboo,Patel,2,1,0,0,RS,1,JAAR,3
Joseph,Patrich,2,1,0,1,JS,4,AJSR,1
Avinoam,Patt,1,1,0,1,JS,3,PRO,3
Galia,Patt Shamir,1,0,0,0,JS,5,AJSR,3
David,Patterson,2,1,0,0,JS,3,JQR,3
David,Patterson,2,1,0,1,JS,5,AJSR,3
David,Patterson,1,1,0,0,JS,3,PRO,3
Thomas,Patton,4,1,0,1,RS,5,JAAR,3
Arnold,Paucker,1,1,0,0,JS,3,JQR,3
Richard,Payne,1,1,0,0,JS,5,AJSR,3
Robert,Pear,1,1,0,0,RS,5,JAAR,3
Sara,Pearsall,5,0,0,0,JS,1,JQR,3
Haviva,Pedaya,1,0,0,1,JS,2,JQR,3
Susan,Pederson,1,0,0,1,RS,1,JAAR,3
Rosa Maria,Pegueros,1,0,0,1,JS,5,AJSR,3
Yoav,Peled,1,1,0,1,JS,3,PRO,3
Yaron,Peleg,1,1,0,1,JS,3,PRO,3
Orit,Peleg-Barkat,3,0,0,1,JS,4,AJSR,1
Chaim,Peles,1,1,0,1,JS,1,MJ,3
Mathijs,Pelkmans,2,1,0,0,RS,5,JAAR,3
Moshe,Pelli,3,1,0,0,JS,3,JQR,3
Moshe,Pelli,1,1,0,1,JS,2,JQR,3
Moshe,Pelli,1,1,0,0,JS,1,JSS,3
Ann,Pelligrini,2,0,0,0,RS,1,JAAR,3
Richard,Pells,1,1,0,1,JS,1,MJ,3
Elaine,Pena,1,0,0,1,RS,5,JAAR,3
Elaine,Pena,1,0,0,0,RS,5,JAAR,3
Hans,Penner,14,1,0,1,RS,5,JAAR,3
Derek,Penslar,1,1,0,0,JS,1,JQR,3
Derek,Penslar,3,1,0,0,JS,1,JSS,3
Leo,Perdue,1,1,0,0,JS,4,JQR,1
Jose,Pereira,1,1,0,1,RS,5,JAAR,3
Joaquin,Perez Ramon,1,1,0,1,RS,4,JAAR,1
Charlotte,Perkins Gilman,5,0,0,0,JS,3,PRO,3
James,Perkinson,1,1,0,0,RS,1,JAAR,3
Abigail,Perkiss,1,0,0,0,JS,1,AJSR,3
Jeffrey,Perl,5,1,0,1,RS,3,JAAR,3
Moshe,Perlmann,2,1,0,1,JS,5,AJSR,3
Tony,Perottet,1,1,0,1,JS,4,AJSR,1
Roy,Perrett,1,1,0,1,RS,2,JAAR,1
Keisha,Perry,3,0,0,0,RS,1,JAAR,3
Marvin,Perry,1,1,0,1,JS,1,JSS,3
Tomer,Persico,1,1,0,1,JS,1,AJSR,3
JRTM,Peters,1,1,0,1,JS,2,JQR,2
Latoya,Peterson,1,0,0,0,RS,1,JAAR,3
Lariss,Petrillo,1,0,0,1,RS,5,JAAR,3
Yohanan,Petrovsky-Shtern,2,1,1,1,JS,2,JQR,3
Yohanon,Petrovsky-Shtern,3,1,0,1,JS,1,JSS,3
Alexia,Petsalis,1,0,0,1,JS,4,AJSR,1
Michael,Pettid,1,1,0,0,JS,5,AJSR,3
Philip,Pettit,4,1,0,1,RS,2,JAAR,3
Jakob,Petuchowski,6,1,0,0,JS,1,AJSR,3
Naomi,Pfefferman,1,0,0,1,JS,5,AJSR,3
 Quynh Phuong,Pham,3,1,0,0,RS,5,JAAR,3
Julia,Philips Cohen,1,0,0,0,JS,1,AJSR,3
Kim,Philips Fein,1,0,0,0,JS,1,AJSR,3
Catherine,Phillips,3,0,0,0,RS,4,JAAR,1
Catherine,Phillips,3,0,0,0,RS,4,JAAR,1
Earl,Phillips,1,1,0,0,JS,5,AJSR,3
Julia,Phillips Cohen,1,0,0,0,JS,1,JSS,3
Julia,Phillips Cohen,2,0,0,0,JS,1,JSS,3
Ann,Phoenix,1,0,0,1,JS,5,AJSR,3
Noam,Pianko,2,1,0,1,JS,1,MJ,3
Noam,Pianko,1,1,0,0,JS,1,AJSR,3
Anat,Pick,1,0,0,0,JS,3,PRO,3
Anat,Pick,2,0,0,1,JS,3,JSS,3
WSF,Pickering,1,1,0,0,RS,5,JAAR,3
Theodore,Pickett,2,1,0,1,JS,5,AJSR,3
Joseph,Pickle,1,1,0,0,RS,1,JAAR,3
Mendel,Piekarz,5,1,0,1,JS,2,MJ,3
Mendel,Piekarz,3,1,0,1,JS,2,JSS,3
Stanlislaw,Pienkowski,1,1,0,0,JS,3,JSS,3
Jemima,Pierre,6,0,0,0,RS,1,JAAR,3
Jacek,Pietrzak,1,1,0,1,JS,1,JSS,3
ellen,Piffer,1,0,0,0,JS,3,PRO,3
Jeffer,Pilcher,1,1,0,1,RS,5,JAAR,3
Steve,Pile,1,1,0,0,RS,5,JAAR,3
Vilana,Pilinkaite-Sotirovic,1,0,0,1,JS,1,JSS,3
Ben-Chion,Pinchuck,3,1,0,1,JS,1,JSS,3
Frances,Pine,1,0,0,0,RS,5,JAAR,3
Shlomo,Pines,3,1,0,1,JS,4,AJSR,2
Noam,Pines,0,1,1,1,JS,3,JSS,3
Steven,Pinker,1,1,0,1,JS,2,JSS,3
Christopher,Pinney,2,1,0,0,RS,5,JAAR,3
Christopher,Pinney,1,1,0,0,JS,1,JSS,3
Sanford,Pinsker,1,1,0,0,JS,3,PRO,3
Shachar,Pinsker,1,1,0,0,JS,3,PRO,3
Tadeusz,Piotrowski,7,1,0,1,JS,1,JSS,3
Pierluigi,Piovanelli,2,1,0,1,JS,4,JQR,1
Antonio,Piza,1,1,0,1,RS,5,JAAR,3
Judith,Plaskow,1,0,0,0,JS,4,JQR,1
Judith,Plaskow,1,0,0,1,JS,5,AJSR,3
S Brent,Plate,1,1,0,0,RS,5,JAAR,3
S Brent,Plate,3,1,0,1,RS,5,JAAR,3
Zlato,Plese,1,1,0,1,JS,4,PRO,1
M,Plissart,1,1,0,0,RS,5,JAAR,3
Val,Plumwood,1,0,0,0,JS,3,JQR,3
Michael ,Pochachevsky,1,1,0,1,JS,1,MJ,3
Guy,Podoler,3,1,0,0,JS,5,AJSR,3
Hartmut,Pogge von Strandmann,1,1,0,0,JS,1,JSS,3
Meira,Pollack,1,0,0,1,JS,2,JQR,2
Angelina,Pollak-Eltz,1,0,0,1,RS,5,JAAR,3
Sheldon,Pollock,2,1,0,1,RS,5,JAAR,3
Sheldon,Pollock,1,1,0,1,RS,2,JAAR,1
Margaret,Poloma,1,0,0,1,RS,5,JAAR,3
Antony,Polonsky,1,1,0,0,JS,3,JSS,3
Antony,Polonsky,1,1,0,1,JS,1,JSS,3
Yoni,Pomrenze,1,1,0,1,JS,1,JSS,3
Alexander,Ponomariov,1,1,0,0,RS,5,JAAR,3
Sarah,Pontichera,1,0,0,0,JS,3,PRO,3
Simion,Pop,1,1,0,0,RS,5,JAAR,3
Richard,Popkin,2,1,0,1,JS,2,MJ,3
Mladen,Popovic,1,1,0,1,JS,4,PRO,1
Dina,Porat,2,1,0,0,JS,3,PRO,3
Harry,Porter Weld,1,1,0,0,JS,3,PRO,3
Amanda,Porterfield,1,0,0,1,RS,5,JAAR,3
Louis,posner,1,1,0,0,JS,1,JSS,3
Adam,Possamai,1,1,0,0,RS,5,JAAR,3
David,Posthumus,3,1,0,1,RS,5,JAAR,3
Thomas,Postlewait,1,1,0,0,JS,1,JSS,3
Moishe,Postone,1,1,0,1,JS,5,AJSR,3
Simon,Potter,1,1,0,1,RS,1,JAAR,3
Karl,Potter,1,1,0,0,RS,5,JAAR,3
David,Potter,1,1,0,1,JS,4,AJSR,1
Takis,Poulakos,2,0,0,1,RS,5,JAAR,3
Elizabet,Povinelli,1,0,0,0,RS,1,JAAR,3
C,Pow,1,1,0,0,RS,5,JAAR,3
William,Powers,9,1,0,1,RS,5,JAAR,3
John,Powers,1,1,0,1,RS,5,JAAR,3
Samuel,Poznanski,7,1,0,1,JS,2,JQR,2
Joseph,Prabhu,1,1,0,1,RS,5,JAAR,3
P,Pradhan,3,1,0,1,RS,4,JAAR,1
Vijay,Prashad,2,1,0,0,RS,5,JAAR,3
Mary,Pratt,1,0,0,0,JS,1,JSS,3
Siegbert Solomon,Prawer,1,1,0,0,JS,3,PRO,3
Craig,Prentiss,1,1,0,0,RS,5,JAAR,3
Craig,Prentiss,1,1,0,0,RS,5,JAAR,3
Marie,Pretzler,2,0,0,1,JS,4,AJSR,1
Graham,Priest,10,1,0,1,RS,2,JAAR,1
Robert,Priest,1,1,1,1,JS,1,JSS,3
Andres,Prieto,1,1,0,1,RS,5,JAAR,3
Ronald,Primeau,1,1,0,0,JS,3,PRO,3
Elizabet,Pritchard,3,0,0,0,RS,1,JAAR,3
Eugenia,Prokop-Janiec,2,0,0,0,JS,3,JSS,3
Wayne,Proudfoot,6,1,0,1,RS,2,JAAR,1
Jasbir,Puar,3,0,0,0,RS,1,JAAR,3
Nicholas,Purcell,1,1,0,0,JS,1,JSS,3
Robert,Putnam,1,1,0,1,JS,1,MJ,3
Yousif,Qasmiyeh,1,1,0,0,RS,5,JAAR,3
MA ,Quayum,1,1,0,0,JS,3,PRO,3
Elisha,Quimron,1,0,0,1,JS,4,JQR,1
Alyssa,Quint,1,0,0,1,JS,3,JSS,3
Earl,Raab,2,1,0,1,JS,1,MJ,3
Avner,Raban,1,1,0,1,JS,4,AJSR,1
Miriam,Rabelo,1,0,0,1,RS,5,JAAR,3
Chaim,Rabin,4,1,0,0,JS,3,JQR,3
Chaim,Rabin,1,1,0,0,JS,3,PRO,3
Shari,Rabin ,2,0,0,0,JS,1,AJSR,3
Aharon,Rabinowitz,1,1,0,1,JS,1,MJ,3
Albert,Raboteau,2,1,0,0,RS,1,JAAR,3
Branislav,Rabotic,1,1,0,1,JS,4,AJSR,1
Svarimuthu,Rajamanickam,1,0,0,1,RS,4,JAAR,1
Regington,Rajapakse,1,0,0,1,RS,2,JAAR,1
Nahum,Rakover,4,1,0,1,JS,1,MJ,3
Nahum,Rakover,1,1,0,0,JS,1,JSS,3
Daniel,Ramirez,9,1,0,1,RS,5,JAAR,3
Amnon,Ramon,2,1,0,0,JS,1,MJ,3
Naama,Ramot,1,0,0,0,JS,1,JSS,3
Paul,Ramsey,1,1,0,0,RS,1,JAAR,3
Barbara,Ramusack,1,0,0,0,JS,1,JSS,3
Junaid,Rana,1,1,0,0,RS,1,JAAR,3
Michael,Rand,1,1,0,0,JS,3,JQR,3
Barbara,Ransby,1,0,0,0,RS,1,JAAR,3
Marc,Raphael,1,1,0,1,JS,1,JSS,3
Chaim,Rapoport,7,1,0,1,JS,1,AJSR,3
Ada,Rapoport-Albert,2,0,0,1,JS,2,MJ,3
Ada,Rapoport-Albert,4,0,0,1,JS,1,AJSR,3
Ada,Rapoport-Albert,2,0,0,1,JS,2,JSS,3
Roy,Rappaport,1,1,0,1,RS,5,JAAR,3
Roy,Rappaport,2,1,0,1,JS,4,AJSR,1
Dov,Rappel,1,1,0,1,JS,2,JQR,2
Uriel,Rappoport,10,1,0,1,JS,4,JQR,1
Shalom,Ratsabi,1,1,0,0,JS,1,JSS,3
Michal,Raucher,1,0,0,0,JS,5,AJSR,3
Diane,Ravitch,1,0,0,1,JS,5,MJ,3
Aviram,Ravitsky,2,1,0,1,JS,2,JQR,2
Aviezer,Ravitzky,1,0,0,1,JS,1,MJ,3
Aviezer,Ravitzky,1,0,0,1,JS,1,MJ,3
Aviezer,Ravitzky,1,0,0,1,JS,1,AJSR,3
George,Rawick,1,1,0,1,RS,5,JAAR,3
Simon,Rawidowicz,2,1,0,1,JS,4,PRO,1
John,Rawls,2,1,1,0,RS,2,JAAR,3
John,Rawls,1,1,0,1,RS,2,JAAR,3
Jonathan,Ray,1,1,0,0,JS,1,JQR,3
Dalia,Ray,4,0,0,0,JS,1,JSS,3
Amnon,Raz-Krakotzkin,1,1,0,0,JS,3,JQR,3
Amnon,Raz-Krakotzkin,2,1,0,0,JS,1,JSS,3
Amnon,Raz-Krakotzkin,2,1,0,0,JS,1,JSS,3
Tammy,Razi,1,0,0,0,JS,1,JSS,3
Simon,Reader,1,1,0,1,RS,5,JAAR,3
Ian,Reader,2,1,0,1,RS,5,JAAR,3
Eric,Rebillard,2,1,0,1,JS,4,AJSR,1
Delphine,Red Shirt,1,0,0,1,RS,5,JAAR,3
Chandan,Reddy,1,1,0,0,RS,1,JAAR,3
Shimon,Redlich,1,1,0,1,JS,1,JSS,3
Annette,Reed,1,0,0,1,JS,4,PRO,1
Shaul,Regev,2,1,0,1,JS,2,JSS,3
Ronny,Reich,1,1,0,1,JS,4,AJSR,1
Stefan,Reif,2,1,0,0,JS,1,JQR,3
Jennifer,Reindfleish,1,0,0,0,RS,5,JAAR,3
Elchanan,Reiner,1,1,0,0,JS,3,JQR,3
Bruno,Reinhardt,6,1,0,0,RS,5,JAAR,3
Jehuda,Reinhartz,1,1,0,1,JS,5,AJSR,3
Jehuda,Reinharz,1,1,0,0,JS,1,JSS,3
Jehuda,Reinharz,1,1,0,0,JS,1,JSS,3
Daniel,Reiser,8,1,0,1,JS,2,JSS,3
Dhondu,Rekjong,1,1,0,1,RS,5,JAAR,3
ernst,Renan,1,1,0,0,JS,1,JSS,3
John,Renard,2,1,0,1,RS,2,JAAR,2
Nicholas,Rescher,1,1,0,1,RS,5,JAAR,3
Yael,Reshef,2,0,0,0,JS,3,JQR,3
Elliot,Resnick,1,1,0,0,JS,5,AJSR,3
Ursula,Reuter,2,0,0,0,JS,1,JQR,3
Terry,Rey,1,1,0,1,RS,5,JAAR,3
Jeanne,Rey,1,0,0,1,RS,5,JAAR,3
Leighton,Reynolds,1,1,0,1,JS,4,JQR,1
Julian,Rice,1,1,0,1,RS,5,JAAR,3
Alan,Rice,1,1,0,0,JS,3,PRO,3
Adrienne,Rich,1,0,0,1,JS,5,AJSR,3
Dave,Rich,1,1,0,1,JS,5,AJSR,3
Willia,Richardson,4,1,0,1,RS,2,JAAR,3
Peter,Richardson,2,1,0,1,JS,4,AJSR,1
Paul,Ricoeur,1,1,0,1,RS,5,JAAR,3
Stefan,Rief,1,1,0,1,JS,4,AJSR,1
Kent,Rigsby,2,1,0,1,JS,4,JQR,1
Annelise,Riles,1,0,0,0,RS,1,JAAR,3
Bjarke,Rink,1,1,0,1,JS,3,PRO,3
Da,Riva,1,1,0,1,JS,4,PRO,1
Joel,Robbins,7,1,0,0,RS,5,JAAR,3
Joel,Robbins,1,1,0,0,RS,1,JAAR,3
Joel,Robbins,2,1,0,1,RS,5,JAAR,3
Andre,Robert,2,1,0,1,JS,4,PRO,1
Allen,Roberts,4,1,0,0,RS,5,JAAR,3
Mary Nooter,Roberts,4,0,0,0,RS,5,JAAR,3
Tyler,Roberts,1,1,0,1,RS,5,JAAR,3
Craig,Robertson,1,1,0,0,JS,1,JQR,3
William,Robertson Smith,1,1,0,1,RS,5,JAAR,3
Jennifer,Robinson,1,0,0,0,RS,5,JAAR,3
David,Robinson,2,1,0,1,RS,5,JAAR,3
Richard,Robinson,2,1,0,1,RS,2,JAAR,1
Shaul,Robinson,1,1,0,1,JS,1,JSS,3
Samuel,Rocca,1,1,0,1,JS,4,AJSR,1
Terezinha,Rocha,2,0,0,1,RS,5,JAAR,3
Kim,Rodgers,2,0,0,1,RS,5,JAAR,3
Ellen,Rodman,1,0,0,0,JS,5,AJSR,3
Aron,Rodrigue,1,1,0,0,JS,1,JQR,3
Aaron,Rodrigue,1,1,0,0,JS,1,JSS,3
Douglas,Rogers,2,1,0,0,RS,5,JAAR,3
Seth,Rogovoy,1,1,0,1,JS,5,JSS,3
Werner,Rohr,1,1,0,1,JS,1,JQR,3
Leonid,Roitman,1,1,0,0,JS,1,JSS,3
Freddie,Rokem,1,1,0,0,JS,1,JSS,3
Joan,Roland,14,1,0,0,JS,1,JSS,3
Francisco,Rolim,1,1,0,1,RS,5,JAAR,3
Israel,Roll,1,1,0,1,JS,4,AJSR,1
Samuele,Romanelli,1,1,0,0,JS,1,JSS,3
Thomas,Romer,2,1,0,0,RS,4,JAAR,1
Thomas,Romer,2,1,0,0,RS,4,JAAR,1
Agnes,Romer-Segal,3,0,0,0,JS,3,JQR,3
Judith,Romney Wenger,1,0,0,0,JS,4,JQR,1
Wade,Roof,5,1,0,0,RS,5,JAAR,3
Noliwe,Rooks,2,0,0,0,RS,1,JAAR,3
Richard,Rorty,1,1,0,1,RS,5,JAAR,3
Hartmut,Rosa,2,1,0,1,RS,2,JAAR,3
Michelle,Rosaldo,2,0,0,0,RS,1,JAAR,3
Barbara,Rosch,1,0,0,0,JS,1,JQR,3
Tricia,Rose,1,0,0,1,RS,5,JAAR,3
Stuart,Rose,1,1,0,0,RS,5,JAAR,3
Emily,Rose,1,0,0,0,JS,1,JQR,3
Norman,Rose,1,1,0,0,JS,1,JSS,3
Ishay,Rosen-Zvi,1,1,0,0,JS,4,JQR,1
Ishay,Rosen-Zvi,2,1,0,1,JS,4,AJSR,1
Ishay,Rosen-Zvi,4,1,0,1,JS,4,AJSR,1
Ishay,Rosen-Zvi,3,1,0,0,JS,4,AJSR,1
Avinoam,Rosenak,9,1,0,1,JS,1,MJ,3
Shalom,Rosenberg,1,1,0,1,JS,1,MJ,3
Yehoshua,Rosenberg,4,1,0,1,JS,4,AJSR,1
Noah,Rosenblum,1,1,0,1,JS,2,MJ,3
April,Rosenblum,1,0,0,1,JS,5,AJSR,3
Bernard,Rosensweig,2,1,0,1,JS,1,JSS,3
Ludwig,Rosenthal,2,1,0,1,JS,4,PRO,1
Barbara,Rosenwein,1,0,0,0,JS,1,JQR,3
Claudia,Rosenzweig,2,0,0,0,JS,3,JQR,3
David,Roskies,1,1,0,0,JS,2,MJ,3
David,Roskies,2,1,0,0,JS,3,PRO,3
David,Roskies,1,1,0,1,JS,3,PRO,3
David,Roskies,1,1,0,0,JS,3,PRO,3
David,Roskies,1,1,0,1,JS,3,JSS,3
David,Roskies,1,1,0,1,JS,1,JSS,3
Moshe,Rosman,1,1,0,0,JS,1,JQR,3
Murray,Rosman,1,1,0,1,JS,2,JQR,3
Moshe,Rosman,1,1,0,1,JS,1,JSS,3
Moshe,Rosman,1,1,0,1,JS,1,JSS,3
Moshe,Rosman,3,1,0,1,JS,2,JSS,3
Shmuel,Rosner,1,1,0,1,JS,1,JSS,3
Nicham,Ross,1,1,0,1,JS,2,JQR,3
Jack,Ross,1,1,0,1,JS,5,AJSR,3
Sarah,Ross,1,0,0,1,JS,4,AJSR,1
James,Ross,1,1,0,0,JS,5,AJSR,3
George,Ross,1,1,0,1,JS,5,JSS,3
Tamar,Ross,2,0,0,1,JS,1,JSS,3
Leo,Rosten,1,1,0,1,JS,1,MJ,3
Joelle,Rostkowski,2,0,0,1,RS,5,JAAR,3
Nathan,Rotenstreich,2,1,0,1,JS,2,MJ,3
Harold,Roth,1,1,0,1,RS,5,JAAR,3
Laurence,Roth,1,0,0,0,JS,1,AJSR,3
Cecil,Roth,1,1,0,0,JS,1,JSS,3
Cecil,Roth,1,1,0,0,JS,1,JSS,3
Michael,Rothberg,1,1,0,0,JS,3,PRO,3
Joshua,Rothenberg,2,1,0,1,JS,1,JSS,3
Michel,Rothman,1,1,0,0,JS,1,JQR,3
Lothar,Rothschild,1,1,0,0,JS,1,JQR,3
Emma,Rothschild,1,0,0,0,JS,1,JSS,3
Livia,Rotkirchen,2,0,0,1,JS,1,MJ,3
Harriet,Rotter,1,0,0,1,JS,1,JSS,3
GS,Rousseau,1,1,0,0,JS,3,JQR,3
Andre,Rouvinez,1,1,0,0,JS,1,JSS,3
Derek,Royal,1,1,0,1,JS,3,PRO,3
Minna,Rozen,3,0,0,1,JS,2,JQR,2
Guillaume,Rozenberg,4,1,0,1,RS,5,JAAR,3
Silvia,Rozenberg,1,0,0,1,JS,4,AJSR,1
Marsha,Rozenblit,1,0,0,1,JS,2,JQR,3
Marsha,Rozenblit,3,0,0,0,JS,1,AJSR,3
Mary,Rubenstein,2,0,0,1,RS,5,JAAR,3
Avraham,Rubenstein,1,1,0,1,JS,2,JQR,3
Hillary,Rubenstein,1,0,0,1,JS,5,MJ,3
William,Rubenstein,1,1,0,1,JS,5,MJ,3
Jeffrey,Rubenstein,4,1,0,0,JS,4,AJSR,1
Jeffrey,Rubenstein,1,1,0,0,JS,5,AJSR,3
Richard,Rubenstein,1,1,0,1,JS,5,AJSR,3
Jeffrey,Rubenstein,1,1,0,0,JS,4,PRO,1
Rachel,Rubin,1,0,0,0,RS,1,JAAR,3
Michael,Rubin,1,1,0,1,JS,1,JQR,3
Barry,Rubin,3,1,0,1,JS,5,AJSR,3
Dan Ian,Rubin,2,1,0,1,JS,5,AJSR,3
Rachel,Rubin,1,0,0,1,JS,3,PRO,3
Eli,Rubin,2,0,0,1,JS,2,JSS,3
Robert,Ruby,4,1,0,1,RS,5,JAAR,3
David,Ruderman,5,1,0,0,JS,3,JQR,3
David,Ruderman,1,1,0,0,JS,1,JQR,3
David,Ruderman,1,1,0,0,JS,1,JQR,3
Shnuer Zalmon,Ruderman,1,1,0,1,JS,1,AJSR,3
David,Ruderman,1,1,0,0,JS,1,AJSR,3
A James,Rudin,1,1,0,1,JS,5,MJ,3
Shai,Rudin,1,1,0,0,JS,3,PRO,3
Ulrich,Rudolph,1,1,0,1,RS,2,JAAR,2
Kurt,Rudolph,1,1,0,1,RS,2,JAAR,3
Davi,Ruegg,10,1,0,1,RS,2,JAAR,1
Vicki,Ruiz,1,0,0,1,RS,5,JAAR,3
Jorg,Rupke,2,1,0,1,JS,4,AJSR,1
Dirk,Rupnow,1,1,0,1,JS,1,JQR,3
Penny,Russell,3,0,0,0,RS,5,JAAR,3
Frank,Russell,1,1,0,1,JS,4,JQR,1
Ann ,Russo,1,0,0,0,RS,1,JAAR,3
Marina,Rustow,6,0,0,1,JS,2,JQR,2
Marina,Rustow,1,0,0,0,JS,1,JQR,3
Marina,Rustow,1,0,0,1,JS,2,MJ,3
Marina,Rustow,2,0,0,0,JS,1,AJSR,3
Ian,Rutherford,1,1,0,1,JS,4,AJSR,1
Kim,Ryhold,1,0,0,0,JS,1,JQR,3
Hayim,Sabbato,1,1,0,1,JS,2,JQR,2
Simon,Sadler,1,1,0,0,RS,5,JAAR,3
Houman,Sadri,1,1,0,0,RS,5,JAAR,3
Angel,Saenz-Badillos,1,1,0,0,JS,3,JQR,3
Oscar,Saez,1,1,0,1,RS,5,JAAR,3
William,Safire,1,1,0,1,JS,1,MJ,3
Shemuel,Safrai,4,1,0,1,JS,4,AJSR,1
Gabriella,Safran,1,0,1,0,JS,3,PRO,3
Zeev,Safri,2,1,0,1,JS,1,MJ,3
Roberto,Sagarena,1,1,0,1,RS,5,JAAR,3
Avi,Sagi,1,1,0,1,JS,2,JQR,2
Avi,Sagi,1,1,0,0,JS,1,JSS,3
Gadi,Sagiv,1,1,0,1,JS,2,JSS,3
Haideh,Sahim,2,0,0,1,JS,1,JQR,3
Edward,Said,1,1,0,1,RS,1,JAAR,3
Edward,Said,2,1,0,1,RS,2,JAAR,3
Edward,Said,3,1,0,0,RS,5,JAAR,3
Edward,Said,1,1,0,0,JS,1,JSS,3
Edward,Said,1,1,0,0,JS,1,JSS,3
Matt,Sakakeeny,7,1,0,1,RS,5,JAAR,3
Keiko,Sakurai,1,0,0,1,RS,5,JAAR,3
Asher,Salah,2,1,0,0,JS,1,JSS,3
Oscar,Salemink,2,1,0,0,RS,5,JAAR,3
Benson,Saler,3,1,0,1,RS,5,JAAR,3
Mamadou-Youry,Sall,2,1,0,1,RS,5,JAAR,3
Wesley,Salmon,3,1,0,1,RS,5,JAAR,3
Yosef,Salmon,2,1,0,1,JS,1,MJ,3
Yoseph,Salmon,1,1,0,1,JS,5,AJSR,3
Joseph,Samuel,1,1,0,1,JS,2,JQR,3
Eliz,Sanasarian,10,0,0,0,RS,5,JAAR,3
George,Sanchez ,2,1,0,1,RS,5,JAAR,3
Gustavo,Sanchez Canales,2,1,0,0,JS,3,PRO,3
Arlene,Sanchez-Walsh,1,0,0,1,RS,5,JAAR,3
Shimon,Sandbank,7,1,0,0,JS,3,PRO,3
Carl,Sandelin,2,1,0,1,RS,5,JAAR,3
EP,Sanders,3,1,0,1,JS,4,AJSR,1
Seth,Sanders,7,1,1,1,JS,4,PRO,1
Samuel,Sandmel,2,1,0,1,JS,4,PRO,1
Sharon,Sandomirsky,1,0,0,1,RS,5,JAAR,3
Martha,Sandweiss,1,0,0,0,JS,1,JSS,3
Eric,Santner,1,1,0,0,JS,3,PRO,3
Wanderle,Santos,2,0,0,1,RS,5,JAAR,3
Marc,Saperstein,1,1,0,1,JS,1,JSS,3
Marc,Saperstein,2,1,0,1,JS,2,JSS,3
Gad Ben-ammi,Sarfatti,3,1,0,0,JS,3,JQR,3
Saud,Sarhan,1,1,0,1,JS,2,JQR,2
Jonathan,Sarna,1,1,0,1,JS,1,MJ,3
Jonathan,Sarna,1,1,0,1,JS,1,JSS,3
Jonathan,Sarna,2,1,0,1,JS,1,JSS,3
Houman,Sarshar,1,1,0,1,JS,1,JQR,3
Jean-Paul,Sartre,2,1,0,1,JS,1,MJ,3
Jean-Paul,Sartre,1,1,0,1,JS,5,AJSR,3
Ilana,Sasson,1,0,0,1,JS,2,JQR,2
Theodore,Sasson,1,1,0,1,JS,1,MJ,3
Michael,Satlow,2,1,0,1,RS,5,JAAR,3
Michael,Satlow,1,1,0,1,JS,4,AJSR,1
Michael,Satlow,1,1,0,0,JS,4,AJSR,1
Michael,Satlow,1,1,0,0,JS,4,PRO,1
David,Satran,1,1,0,1,JS,4,AJSR,1
Edith,Saurer,1,0,0,0,JS,1,JQR,3
Charlie,Savage,1,1,0,0,RS,1,JAAR,3
Matthew,Sayers,1,1,0,1,RS,4,JAAR,1
Yezid,Sayigh,2,1,0,1,JS,5,AJSR,3
Angela,Scanlon,1,0,0,1,JS,1,JSS,3
Mirella,Scardozzi,6,0,0,0,JS,1,JQR,3
Domenico,Scarpa,1,1,0,1,JS,3,PRO,3
Elaine,Scarry,3,0,0,0,RS,4,JAAR,1
Elaine,Scarry,3,0,0,0,RS,4,JAAR,1
